hs6	107395842	113249307	2
hs6	113978822	114017617	6
hs6	129474857	132167569	2
hs6	137191477	138135555	2
hs6	138135555	139802756	4
hs6	139802756	139806559	6
hs6	139806559	145303923	4
hs6	145303923	147241071	2
hs6	148502556	148507306	20
hs6	149833953	149942495	2
hs6	149942495	149967346	24
hs6	149967346	150765015	2
hs6	150765015	153597395	4
hs6	153597395	154730090	2
hs6	170607034	170743762	3
hs7	5107719	5109632	2
hs7	12873170	19741397	2
hs7	44157277	45842747	2
hs7	45842747	45849439	6
hs7	45849439	46560805	2
hs7	63009765	68170786	4
hs7	70467576	70477824	10
hs7	70670161	70749943	5
hs7	75010358	75032435	5
hs7	76909031	78028800	10
hs7	91944444	96326626	2
hs7	98453215	98453527	4
hs7	102523433	102621462	2
hs7	111387708	111392194	2
hs7	113949181	113956791	2
hs7	142302263	142343282	18
hs7	148311722	148345062	7
hs8	12935970	15495295	2
hs8	15495295	15514628	4
hs8	15514628	21807244	2
hs8	25720521	25732346	2
hs8	27103052	35259786	2
hs8	54341043	56301743	2
hs8	57202037	57219614	11
hs8	71486985	72881589	3
hs8	79488204	79498628	3
hs8	79597320	85641987	2
hs8	85641987	85664222	8
hs8	85664222	85773808	2
hs8	85773808	85808115	7
hs8	85808115	85820306	5
hs8	85820306	89335093	2
hs8	89549317	92418943	2
hs8	92418943	92424852	4
hs8	92424852	94389856	2
hs8	108818937	108848455	27
hs8	119967255	125722924	2
hs8	127753722	134594392	2
hs8	135271430	142172851	2
hs9	2650348	2655876	2
hs9	5187160	7891974	2
hs9	8542404	9649935	2
hs9	12624009	16938678	2
hs9	16938678	18690233	4
hs9	18690233	19707561	2
hs9	27010712	27041084	2
hs9	27041084	28943782	4
hs9	28943782	34726529	2
hs9	34726529	34733184	4
hs9	34733184	35040301	2
hs9	42551788	42573583	8
hs9	62528135	62549954	4
hs9	107979517	107986836	2
hs9	110580123	110603507	24
hs9	124365599	128128843	2
hsX	52510821	52523687	8
hsX	52861014	55652526	8
hsX	65694462	65737807	10
hsX	66340669	66390936	5
hsX	76986703	76998724	2
hsX	95942835	95977247	13
hsX	96071280	96746774	5
hsX	103453377	103460323	3
hsX	123130980	123288580	9
hsX	155803249	155987249	20
